Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000022212,Cpne6,Gene Expression,0.556710215359438,0.0,0.0,26123,3.624399461319149,2949
ENSMUSG00000021730,Hcn1,Gene Expression,0.5564049249209044,0.0,0.0,11830,1.983630381569486,2467
ENSMUSG00000078307,AI593442,Gene Expression,0.5543227825962974,0.0,0.0,29432,6.014712610659036,3673
ENSMUSG00000039809,Gabbr2,Gene Expression,0.5541487582055901,0.0,0.0,32796,6.406093315236596,3725
ENSMUSG00000056380,Gpr50,Gene Expression,0.5540699564767907,0.0,0.0,561,0.07003297446583309,154
ENSMUSG00000002489,Tiam1,Gene Expression,0.5539024206104575,0.0,0.0,15365,3.08349544776283,3159
ENSMUSG00000043388,Tmem130,Gene Expression,0.5536333084677926,0.0,0.0,21419,3.3336756607459703,3167
ENSMUSG00000021313,Ryr2,Gene Expression,0.5502251953938254,0.0,0.0,27192,4.778390887233106,3417
ENSMUSG00000026051,Ecrg4,Gene Expression,0.5494776671660966,0.0,0.0,2537,0.40247078153835164,209
ENSMUSG00000045871,Slitrk6,Gene Expression,0.5494092780624655,0.0,0.0,1707,0.3832348331044878,845
ENSMUSG00000034730,Adgrb1,Gene Expression,0.5493427079448584,0.0,0.0,92183,18.478400001192757,4165
ENSMUSG00000025855,Prkar1b,Gene Expression,0.5492358593448342,0.0,0.0,63294,10.89296170359538,3934
ENSMUSG00000036907,C1ql2,Gene Expression,0.5478024396942687,0.0,0.0,3433,0.4263131567743543,615
ENSMUSG00000021087,Rtn1,Gene Expression,0.547592546244945,0.0,0.0,206017,34.75323623662223,4239
ENSMUSG00000027643,Ghrh,Gene Expression,0.5467923886280173,0.0,0.0,1069,0.11465606907431258,181
ENSMUSG00000059361,Nrsn2,Gene Expression,0.5458728892714455,0.0,0.0,24247,4.113763514052969,3406
ENSMUSG00000053930,Shisa6,Gene Expression,0.5457326164096836,0.0,0.0,13062,2.228967069444751,2469
ENSMUSG00000046321,Hs3st2,Gene Expression,0.545572694380608,0.0,0.0,1991,0.38125616552743036,883
ENSMUSG00000005034,Prkacb,Gene Expression,0.5443804332719047,0.0,0.0,68700,12.819920208727531,4171
ENSMUSG00000036502,Tmem255a,Gene Expression,0.5442205283104661,0.0,0.0,5650,0.8535191377617085,1543
ENSMUSG00000020836,Coro6,Gene Expression,0.5428723016861469,0.0,0.0,12982,2.6849876335133294,2974
ENSMUSG00000039087,Rreb1,Gene Expression,0.5425272028499885,0.0,0.0,11098,2.0278300159789597,2584
ENSMUSG00000025020,Slit1,Gene Expression,0.5425168994636016,0.0,0.0,19625,2.799765847604644,2766
ENSMUSG00000030905,Crym,Gene Expression,0.5422696330626744,0.0,0.0,6638,1.030552849524679,1484
ENSMUSG00000029471,Camkk2,Gene Expression,0.5411029607530439,0.0,0.0,31471,5.800000054861446,3718
ENSMUSG00000006476,Nsmf,Gene Expression,0.5409783570623548,0.0,0.0,26162,6.292632208689961,3891
ENSMUSG00000039059,Hrh3,Gene Expression,0.5400444688337899,0.0,0.0,14707,3.0795057115885887,3218
ENSMUSG00000027858,Tspan2,Gene Expression,0.5375774147427349,0.0,0.0,13379,5.053132724284246,3477
ENSMUSG00000050074,Spink8,Gene Expression,0.5374314380353951,0.0,0.0,2267,0.27972794381895394,392
ENSMUSG00000109156,Gm45194,Gene Expression,0.5369080084200856,0.0,0.0,749,0.08260615611939585,297
ENSMUSG00000028833,Ncdn,Gene Expression,0.536283723423814,0.0,0.0,118652,21.184301155001627,4156
ENSMUSG00000017400,Stac2,Gene Expression,0.5352072418649442,0.0,0.0,9717,1.8971329902262664,2386
ENSMUSG00000000861,Bcl11a,Gene Expression,0.5347795468669099,0.0,0.0,15118,2.565406541667629,2768
ENSMUSG00000017734,Dbndd2,Gene Expression,0.5344370548529116,0.0,0.0,21853,7.429960329398315,4068
ENSMUSG00000044288,Cnr1,Gene Expression,0.534136206783211,0.0,0.0,20488,4.227784331329247,2858
ENSMUSG00000001827,Folr1,Gene Expression,0.533298942964157,0.0,0.0,1823,0.29331172083872603,144
ENSMUSG00000028161,Ppp3ca,Gene Expression,0.5321458020252864,0.0,0.0,113007,19.031072454121812,4149
ENSMUSG00000044252,Osbpl1a,Gene Expression,0.5317092200622376,0.0,0.0,40929,9.041842710497079,4128
ENSMUSG00000058297,Spock2,Gene Expression,0.5315819111301406,0.0,0.0,130417,26.066499472065484,4230
ENSMUSG00000031210,Gpr165,Gene Expression,0.5311655040466827,0.0,0.0,7121,1.0752694618976777,1860
ENSMUSG00000033805,Ephx4,Gene Expression,0.5309387274189262,0.0,0.0,9250,1.616544306402195,2381
ENSMUSG00000017978,Cadps2,Gene Expression,0.5303196201134708,0.0,0.0,7772,1.2977001460972006,2067
ENSMUSG00000017466,Timp2,Gene Expression,0.5298841704899949,0.0,0.0,47055,8.675589746367216,3964
ENSMUSG00000022454,Nell2,Gene Expression,0.5297694132292713,0.0,0.0,73826,12.688759378598606,3950
ENSMUSG00000020315,Sptbn1,Gene Expression,0.5294185315140825,0.0,0.0,106533,22.816871404664425,4291
ENSMUSG00000028004,Npy2r,Gene Expression,0.5291918875593277,0.0,0.0,6712,0.81156158721586,1336
ENSMUSG00000000766,Oprm1,Gene Expression,0.5291270062541537,0.0,0.0,5466,1.059533328003465,1812
ENSMUSG00000023927,Satb1,Gene Expression,0.5286830052055074,0.0,0.0,10101,1.902482744804925,2556
ENSMUSG00000026421,Csrp1,Gene Expression,0.528570469227754,0.0,0.0,33512,11.68988590368199,4261
ENSMUSG00000025092,Hspa12a,Gene Expression,0.5282551665627992,0.0,0.0,35036,6.816223719389122,3796
ENSMUSG00000024518,Rax,Gene Expression,0.5281681263908193,0.0,0.0,211,0.024374006297679017,43
ENSMUSG00000002265,Peg3,Gene Expression,0.5272314906879197,0.0,0.0,55065,9.410490796378527,3928
ENSMUSG00000037362,Ccn3,Gene Expression,0.5271275570378636,0.0,0.0,5048,0.8823396141757036,1412
ENSMUSG00000027360,Hdc,Gene Expression,0.5263070382609515,0.0,0.0,966,0.14775539591688822,232
ENSMUSG00000025579,Gaa,Gene Expression,0.5259044897044918,0.0,0.0,76404,12.783767799649125,4132
ENSMUSG00000038026,Kcnj9,Gene Expression,0.5256543107487319,0.0,0.0,17202,3.337336034508784,3338
ENSMUSG00000027347,Rasgrp1,Gene Expression,0.5247717430021384,0.0,0.0,13194,2.4009750946877926,2816
ENSMUSG00000021743,Fezf2,Gene Expression,0.5240694507412736,0.0,0.0,3072,0.5625537961203432,1065
ENSMUSG00000018965,Ywhah,Gene Expression,0.5238110930976202,0.0,0.0,89934,17.041387479242424,4148
ENSMUSG00000039904,Gpr37,Gene Expression,0.523765180024747,0.0,0.0,7967,3.1901965722836088,2981
ENSMUSG00000050121,Opalin,Gene Expression,0.5237389504892033,0.0,0.0,5730,2.5657790699521272,2230
ENSMUSG00000026576,Atp1b1,Gene Expression,0.5235264260090898,0.0,0.0,414026,77.07814772841469,4260
ENSMUSG00000032373,Car12,Gene Expression,0.5234627779051094,0.0,0.0,3993,0.5899717229275645,925
ENSMUSG00000053025,Sv2b,Gene Expression,0.5233924745179012,0.0,0.0,18221,3.019034426918942,3036
ENSMUSG00000061086,Myl4,Gene Expression,0.52270702420531,0.0,0.0,2274,0.41788845349203124,903
ENSMUSG00000025658,Cnksr2,Gene Expression,0.5220524197468991,0.0,0.0,12512,2.189938625970365,2728
ENSMUSG00000036098,Myrf,Gene Expression,0.5218472838757323,0.0,0.0,7289,2.932234582240481,2808
ENSMUSG00000057897,Camk2b,Gene Expression,0.5214910587888476,0.0,0.0,131723,22.226749069551538,4114
ENSMUSG00000027210,Meis2,Gene Expression,0.5212807833476375,0.0,0.0,5253,1.1985493867018058,1580
ENSMUSG00000003279,Dlgap1,Gene Expression,0.5212760719125,0.0,0.0,42749,8.155374182953063,3984
ENSMUSG00000030337,Vamp1,Gene Expression,0.5211300715613689,0.0,0.0,13157,2.8010703683471854,3036
ENSMUSG00000025094,Slc18a2,Gene Expression,0.5205044696916217,0.0,0.0,1343,0.18638975750172765,304
ENSMUSG00000059187,Tafa1,Gene Expression,0.5201852740175881,0.0,0.0,8752,1.212334899781005,1738
ENSMUSG00000049630,C1ql3,Gene Expression,0.5192073136887306,0.0,0.0,6138,0.9064283599387231,1546
ENSMUSG00000073680,Tmem88b,Gene Expression,0.5183069097769742,0.0,0.0,5540,2.428604200683561,2370
ENSMUSG00000026235,Epha4,Gene Expression,0.5178468616738247,0.0,0.0,37223,6.35258220116447,3716
ENSMUSG00000039058,Ak5,Gene Expression,0.5177839398288028,0.0,0.0,31186,4.6533212999026485,3321
ENSMUSG00000064329,Scn1a,Gene Expression,0.5177720134509608,0.0,0.0,22825,4.633442254431941,3557
ENSMUSG00000023800,Tiam2,Gene Expression,0.517650583235872,0.0,0.0,8359,1.6025145697679015,2178
ENSMUSG00000007617,Homer1,Gene Expression,0.5171943133567704,0.0,0.0,18699,3.466450633191871,3327
ENSMUSG00000045763,Basp1,Gene Expression,0.5171798927442411,0.0,0.0,101778,18.122154600633834,4116
ENSMUSG00000067629,Syngap1,Gene Expression,0.5162738582860336,0.0,0.0,54061,9.765620055985162,3997
ENSMUSG00000039103,Nexn,Gene Expression,0.5160386045772165,0.0,0.0,2245,0.5425328864460458,1120
ENSMUSG00000025475,Adgra1,Gene Expression,0.5156837668250053,0.0,0.0,9766,2.0309286432631395,2881
ENSMUSG00000019768,Esr1,Gene Expression,0.5156279635119771,0.0,0.0,2164,0.28867530522087453,746
ENSMUSG00000030209,Grin2b,Gene Expression,0.5151726603832006,0.0,0.0,55129,9.966963136214968,3949
ENSMUSG00000027716,Trpc3,Gene Expression,0.5149339451504904,0.0,0.0,5922,1.3600345194994599,2252
ENSMUSG00000001496,Nkx2-1,Gene Expression,0.5148867935667306,0.0,0.0,1156,0.16667233367598278,404
ENSMUSG00000026385,Dbi,Gene Expression,0.5144764629605245,0.0,0.0,65029,17.063582135982884,4292
ENSMUSG00000042700,Sipa1l1,Gene Expression,0.5142787298516321,0.0,0.0,16870,3.2155842907640046,3257
ENSMUSG00000044216,Kcnj4,Gene Expression,0.5139701226649313,0.0,0.0,5396,0.9770165468930813,1783
ENSMUSG00000022594,Lynx1,Gene Expression,0.5129760664179727,0.0,0.0,43657,8.763478598998905,3906
ENSMUSG00000051065,Mb21d2,Gene Expression,0.5129002620501897,0.0,0.0,11839,2.561855899763083,3108
ENSMUSG00000023942,Slc29a1,Gene Expression,0.5128097381168798,0.0,0.0,6228,1.3757923084963875,2311
ENSMUSG00000046922,Gpr6,Gene Expression,0.5125440796891301,0.0,0.0,538,0.12664632983432095,324
ENSMUSG00000056158,Car10,Gene Expression,0.5125124136444571,0.0,0.0,10607,1.8068562042443181,2624
ENSMUSG00000003411,Rab3b,Gene Expression,0.5123596542044653,0.0,0.0,17120,2.927727981399498,2634
ENSMUSG00000062393,Dgkk,Gene Expression,0.5122347924294931,0.0,0.0,1299,0.1836608481500918,513
ENSMUSG00000027577,Chrna4,Gene Expression,0.5120856824449465,0.0,0.0,6235,1.3829467473693802,2292
ENSMUSG00000015806,Qdpr,Gene Expression,0.5114850157293703,0.0,0.0,18613,6.017002483288817,3964
ENSMUSG00000036095,Dgkb,Gene Expression,0.5114321181276903,0.0,0.0,25061,4.4546276354729635,3357
ENSMUSG00000034739,Mfrp,Gene Expression,0.5112924215090245,0.0,0.0,687,0.11036120601042519,77
ENSMUSG00000031837,Necab2,Gene Expression,0.5111668158907905,0.0,0.0,9809,1.8971036987827834,2579
ENSMUSG00000037843,Vstm2l,Gene Expression,0.511031848124817,0.0,0.0,16687,3.049356235861962,3026
ENSMUSG00000070802,Pnmal2,Gene Expression,0.5109536330378782,0.0,0.0,52052,8.406661062342508,3903
ENSMUSG00000039195,1110008P14Rik,Gene Expression,0.5105060188314215,0.0,0.0,25362,4.68325117943282,3598
ENSMUSG00000028753,Vwa5b1,Gene Expression,0.5104481946552315,0.0,0.0,1343,0.18169115044683143,551
ENSMUSG00000022055,Nefl,Gene Expression,0.5103985669912557,0.0,0.0,69705,13.577440736098545,4041
ENSMUSG00000032303,Chrna3,Gene Expression,0.5102987383178039,0.0,0.0,1453,0.1762844067367631,330
ENSMUSG00000063415,Cyp26b1,Gene Expression,0.5102608107216429,0.0,0.0,1000,0.14265444571333893,350
ENSMUSG00000040479,Dgkz,Gene Expression,0.510184525434245,0.0,0.0,33358,6.365475531023458,3882
ENSMUSG00000026354,Lct,Gene Expression,0.5101247095609418,0.0,0.0,926,0.11687097423782809,223
ENSMUSG00000056296,Synpr,Gene Expression,0.5096420335964776,0.0,0.0,11067,1.7946870555966716,2180
ENSMUSG00000019943,Atp2b1,Gene Expression,0.5096067200159163,0.0,0.0,26393,5.064192887208147,3591
ENSMUSG00000038264,Sema7a,Gene Expression,0.5088134929750808,0.0,0.0,21036,4.455282137124164,3534
ENSMUSG00000028023,Pitx2,Gene Expression,0.5086774978972733,0.0,0.0,577,0.1294055093469299,173
ENSMUSG00000060402,Chst8,Gene Expression,0.5086558205155042,0.0,0.0,4677,0.9696338697237389,1875
ENSMUSG00000005892,Trh,Gene Expression,0.5085388624875523,0.0,0.0,1979,0.37253082777406604,604
ENSMUSG00000048218,Amigo2,Gene Expression,0.5085031366121963,0.0,0.0,7921,1.1540523321416394,1789
ENSMUSG00000025876,Unc5a,Gene Expression,0.5084005702007166,0.0,0.0,15725,2.546975413658746,2880
ENSMUSG00000060487,Samd5,Gene Expression,0.5079710579685138,0.0,0.0,9649,1.95496974645313,2740
ENSMUSG00000029608,Rph3a,Gene Expression,0.5076558297008689,0.0,0.0,56431,11.346977215816702,4048
ENSMUSG00000037279,Ovol2,Gene Expression,0.5068399801408694,0.0,0.0,1339,0.24802496508062308,667
ENSMUSG00000024524,Gnal,Gene Expression,0.5055536039635646,0.0,0.0,28120,5.907726789763379,3774
ENSMUSG00000050821,Fam131a,Gene Expression,0.5045874828658543,0.0,0.0,24513,3.938136602332473,3314
ENSMUSG00000048108,Tmem72,Gene Expression,0.5041800854655103,0.0,0.0,694,0.10714884072226709,82
ENSMUSG00000050875,Minar2,Gene Expression,0.5039633231338789,0.0,0.0,10457,1.557009684802046,2506
ENSMUSG00000034520,Gjc1,Gene Expression,0.5034240329317003,0.0,0.0,1993,0.4692093073291235,1044
ENSMUSG00000086040,Wipf3,Gene Expression,0.5025866355151717,0.0,0.0,8107,1.2961914085933626,1939
ENSMUSG00000021062,Rab15,Gene Expression,0.5018686745143064,0.0,0.0,36135,6.6300534452820985,3779
ENSMUSG00000045659,Plekha7,Gene Expression,0.5007269533629817,0.0,0.0,6559,1.416057926948327,2360
ENSMUSG00000041798,Gck,Gene Expression,0.498820663614263,0.0,0.0,719,0.08143785150608598,322
ENSMUSG00000000247,Lhx2,Gene Expression,0.49828285281871765,0.0,0.0,8002,1.7610325040589587,2429
ENSMUSG00000037492,Zmat4,Gene Expression,0.49820476074822206,0.0,0.0,5434,1.184168598123604,2196
ENSMUSG00000007888,Crlf1,Gene Expression,0.4981912210459204,0.0,0.0,1854,0.2388170147275463,440
ENSMUSG00000052551,Adarb2,Gene Expression,0.4974360213276789,0.0,0.0,5775,1.3171800250813133,2024
ENSMUSG00000019890,Nts,Gene Expression,0.4970657922414934,0.0,0.0,2297,0.39362302944113403,626
ENSMUSG00000015222,Map2,Gene Expression,0.49638232691546785,0.0,0.0,103998,20.43016886685213,4200
ENSMUSG00000053395,Cacng8,Gene Expression,0.49613499458665555,0.0,0.0,27853,4.48236007253372,3431
ENSMUSG00000027834,Serpini1,Gene Expression,0.4952714831808198,0.0,0.0,15738,2.9882231574854186,3001
ENSMUSG00000032854,Ugt8a,Gene Expression,0.49485052356079623,0.0,0.0,5800,2.457296422619854,2513
ENSMUSG00000017493,Igfbp4,Gene Expression,0.494548731676403,0.0,0.0,9576,1.9007624632204982,2230
ENSMUSG00000038976,Ppp1r9b,Gene Expression,0.4938896125244677,0.0,0.0,81931,19.302892857379714,4237
ENSMUSG00000032128,Robo3,Gene Expression,0.4932802351085154,0.0,0.0,2802,0.41711719788303186,875
ENSMUSG00000035274,Tpbg,Gene Expression,0.49289034654705083,0.0,0.0,5989,1.1391214965508374,1811
ENSMUSG00000029819,Npy,Gene Expression,0.4926180827955144,0.0,0.0,30973,4.755819252857482,2441
ENSMUSG00000037014,Sstr4,Gene Expression,0.4921397641665938,0.0,0.0,5880,0.9406832422682407,1669
ENSMUSG00000028488,Sh3gl2,Gene Expression,0.49205494866977584,0.0,0.0,68923,12.772497803952154,4001
ENSMUSG00000034040,Galnt17,Gene Expression,0.49197316823283105,0.0,0.0,24167,4.110248623857701,3443
ENSMUSG00000026959,Grin1,Gene Expression,0.49173980390475225,0.0,0.0,91262,16.124948515828635,4041
ENSMUSG00000087141,Plcxd2,Gene Expression,0.49124876783643634,0.0,0.0,9146,1.6744622436824126,2531
ENSMUSG00000050100,Hmx2,Gene Expression,0.4912467312789596,0.0,0.0,265,0.028298815174492647,140
ENSMUSG00000001119,Col6a1,Gene Expression,0.4907447530665069,0.0,0.0,3877,0.7330237399503475,1305
ENSMUSG00000035864,Syt1,Gene Expression,0.49028707696301,0.0,0.0,30787,6.132813821471832,3774
ENSMUSG00000041351,Rap1gap,Gene Expression,0.49018253636725895,0.0,0.0,67001,13.290780393978642,4072
ENSMUSG00000021303,Gng4,Gene Expression,0.49008948045682604,0.0,0.0,8334,1.4008815549264442,2209
ENSMUSG00000048699,Krt90,Gene Expression,0.4891908993843366,0.0,0.0,287,0.024574581370212845,102
ENSMUSG00000040794,C1qtnf4,Gene Expression,0.4889244582156284,0.0,0.0,57265,11.049155925287025,4022
ENSMUSG00000026347,Tmem163,Gene Expression,0.488657146415194,0.0,0.0,10310,2.313842228929746,2640
ENSMUSG00000042750,Bex2,Gene Expression,0.48837547938632736,0.0,0.0,100646,17.186097590570327,4107
ENSMUSG00000000805,Car4,Gene Expression,0.48832546384933373,0.0,0.0,7660,1.4845441263557844,2219
ENSMUSG00000027220,Syt13,Gene Expression,0.4879807627879583,0.0,0.0,30093,5.6428728188997725,3694
ENSMUSG00000033316,Galnt9,Gene Expression,0.48781676137559865,0.0,0.0,10001,1.9311066125309988,2788
ENSMUSG00000030730,Atp2a1,Gene Expression,0.4870500487717442,0.0,0.0,867,0.21126996906479642,502
ENSMUSG00000021097,Clmn,Gene Expression,0.486676174439788,0.0,0.0,9603,2.425959966776443,2958
ENSMUSG00000059146,Ntrk3,Gene Expression,0.485945302444621,0.0,0.0,28196,4.7336857412001265,3530
ENSMUSG00000028749,Pla2g2f,Gene Expression,0.4857853373286804,0.0,0.0,297,0.033080171314235546,99
ENSMUSG00000033453,Adamts15,Gene Expression,0.4854238089550701,0.0,0.0,2522,0.5824712969286202,1351
ENSMUSG00000058672,Tubb2a,Gene Expression,0.48522372977576084,0.0,0.0,117950,21.19477926805885,4220
ENSMUSG00000051177,Plcb1,Gene Expression,0.4845945503458683,0.0,0.0,16929,2.97924653714711,3113
ENSMUSG00000037996,Slc24a2,Gene Expression,0.48419789154495646,0.0,0.0,27157,5.667536436766064,3782
ENSMUSG00000014846,Tppp3,Gene Expression,0.48408415999210613,0.0,0.0,11928,3.0894161840304797,3132
ENSMUSG00000071658,Gng3,Gene Expression,0.4839779265939013,0.0,0.0,109325,20.08606796171464,4125
ENSMUSG00000004267,Eno2,Gene Expression,0.48366625776407224,0.0,0.0,163911,29.6723227064809,4154
ENSMUSG00000091705,H2-Q2,Gene Expression,0.4830472390598793,0.0,0.0,860,0.10541891298051975,348
ENSMUSG00000055078,Gabra5,Gene Expression,0.4829363354068724,0.0,0.0,13518,1.9924005637020326,2479
ENSMUSG00000029361,Nos1,Gene Expression,0.48244043720396934,0.0,0.0,6183,0.9861113213293455,1618
ENSMUSG00000015501,Hivep2,Gene Expression,0.4821321105614134,0.0,0.0,24284,4.642201540156935,3715
ENSMUSG00000022103,Gfra2,Gene Expression,0.4821013966084643,0.0,0.0,10310,1.8091613902976118,2481
ENSMUSG00000040037,Negr1,Gene Expression,0.4817894044366641,0.0,0.0,41936,7.373557679703323,3877
ENSMUSG00000026514,Cnih3,Gene Expression,0.48123905777996756,0.0,0.0,8319,1.4169732583842247,2241
ENSMUSG00000031970,Dbndd1,Gene Expression,0.481092840593566,0.0,0.0,4828,1.018573015698997,2126
ENSMUSG00000027624,Epb41l1,Gene Expression,0.48067913445259974,0.0,0.0,32440,6.475941308167023,3876
ENSMUSG00000030102,Itpr1,Gene Expression,0.4806331566091603,0.0,0.0,19820,4.035282873650202,3596
ENSMUSG00000026825,Dnm1,Gene Expression,0.4805636841059247,0.0,0.0,116140,20.34138976123503,4100
ENSMUSG00000027221,Chst1,Gene Expression,0.48046392519455017,0.0,0.0,35557,6.094556485280921,3717
ENSMUSG00000021700,Rab3c,Gene Expression,0.48041977595315144,0.0,0.0,16515,3.2773245177930455,3407
ENSMUSG00000007594,Hapln4,Gene Expression,0.4800956759155629,0.0,0.0,18445,3.464861124463656,3229
ENSMUSG00000025854,Fam20c,Gene Expression,0.47903883109692585,0.0,0.0,10392,2.2831236983273704,3145
ENSMUSG00000003948,Mmd,Gene Expression,0.47902884722153943,0.0,0.0,27104,4.7821072420550435,3639
ENSMUSG00000034891,Sncb,Gene Expression,0.47770412802691264,0.0,0.0,38353,7.291029022950806,3824
ENSMUSG00000043811,Rtn4r,Gene Expression,0.47733888962445326,0.0,0.0,9021,1.5013803534777377,2372
ENSMUSG00000031144,Syp,Gene Expression,0.4766211240443891,0.0,0.0,148626,27.368072913220466,4175
ENSMUSG00000003352,Cacnb3,Gene Expression,0.47608719085138484,0.0,0.0,16530,3.172296078546938,3362
ENSMUSG00000062151,Unc13c,Gene Expression,0.4756795533678187,0.0,0.0,5625,1.4175349823037084,2246
ENSMUSG00000031212,Pgr15l,Gene Expression,0.47551468092218596,0.0,0.0,724,0.08755904799638788,320
ENSMUSG00000026797,Stxbp1,Gene Expression,0.47501950382013525,0.0,0.0,118451,21.328458868898988,4152
ENSMUSG00000055003,Lrtm2,Gene Expression,0.4748400103243678,0.0,0.0,6014,1.3328684048708304,2435
ENSMUSG00000076498,Trbc2,Gene Expression,0.4747177897934337,0.0,0.0,1242,0.23452934571982906,641
ENSMUSG00000034993,Vat1,Gene Expression,0.47466479119038274,0.0,0.0,9294,1.5409738329988727,2376
ENSMUSG00000003934,Efnb3,Gene Expression,0.47447837014149047,0.0,0.0,11226,3.1190073012810626,3148
ENSMUSG00000055409,Nell1,Gene Expression,0.4744537471932046,0.0,0.0,6652,1.291989058923747,2341
ENSMUSG00000074575,Kcng1,Gene Expression,0.4744079113511432,0.0,0.0,3124,0.47985650537059005,1078
ENSMUSG00000026826,Nr4a2,Gene Expression,0.4743097216666557,0.0,0.0,2708,0.5151549154067903,925
ENSMUSG00000026841,Fibcd1,Gene Expression,0.47413701106377426,0.0,0.0,2916,0.438478463124287,775
ENSMUSG00000027335,Adra1d,Gene Expression,0.4740689836911211,0.0,0.0,5554,0.9547396303100688,1618
ENSMUSG00000023868,Pde10a,Gene Expression,0.4739619657152216,0.0,0.0,6859,1.5467403133414526,2283
ENSMUSG00000028542,Slc6a9,Gene Expression,0.47360370130406565,0.0,0.0,15754,4.477123931990452,3793
ENSMUSG00000028782,Adgrb2,Gene Expression,0.47291111028821464,0.0,0.0,40427,7.189705935753887,3913
ENSMUSG00000031007,Atp6ap2,Gene Expression,0.4726422211230718,0.0,0.0,52015,10.545703174366963,4034
ENSMUSG00000024109,Nrxn1,Gene Expression,0.4725888109747272,0.0,0.0,52108,9.892063988928564,4032
ENSMUSG00000038156,Spon1,Gene Expression,0.471997717079339,0.0,0.0,14951,2.907289098873799,3153
ENSMUSG00000039953,Clstn1,Gene Expression,0.47190888209262355,0.0,0.0,119372,22.699662319907237,4235
ENSMUSG00000041616,Nppa,Gene Expression,0.4718951118827725,0.0,0.0,302,0.03698167514439905,110
